timestamp_transaction, transaction_amount($) , revenue($) ,timestamp_on_account_balance,account_number, account_balance($) ,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type, loan_amount($) ,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product, return_on_investment($) ,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
8/10/2021," 3,969.28 ", 922.33 ,3/4/2020,5.04837E+15," 60,386.50 ",19 Birchwood Park,Bakunase,956,Certificate of deposit accounts,5,mortgage," 703,020.96 ",Poor,Good,n/a," 11,116.06 ",Alg√©s,93,2/5/2018,‚ÄòAttƒ´l,49,3/27/2021,,
11/27/2022," 6,996.84 "," 2,584.90 ",8/9/2021,5.04837E+15," 15,902.30 ",3295 Weeping Birch Park,Ibagu√©,420,Certificate of deposit accounts,1,mortgage," 261,783.29 ",Unsatisfactory,Good,Finance," 33,173.52 ",Trnovlje pri Celju,67,3/7/2019,Yujing,34,1/15/2021,,
9/9/2019," 2,203.77 "," 2,985.97 ",4/13/2019,5.04838E+15," 97,828.20 ",25 Clarendon Trail,Oslo,1258,Certificate of deposit accounts,2,mortgage," 125,795.55 ",Good,Good,n/a," 67,902.68 ",S√£o Vicente de Ferreira,40,9/17/2021,Petite Rivi√®re de Nippes,27,9/27/2020,,
4/24/2020," 4,431.55 "," 1,821.48 ",7/6/2020,5.10875E+15," 70,435.65 ",026 Warbler Center,DaultƒÅla,210,Certificate of deposit accounts,1,mortgage," 827,392.09 ",†Very Good†,Good,Public Utilities," 39,085.39 ",K√≥rnik,23,11/4/2022,Telde,42,8/31/2018,,
12/18/2018," 7,628.77 "," 4,718.15 ",11/21/2020,5.10876E+15," 97,150.89 ",396 Reindahl Pass,D√´rm√´nas,454,Certificate of deposit accounts,5,mortgage," 845,228.00 ",†Outstanding,Good,n/a," 18,453.60 ",Chumphon,1,7/12/2017,Sirte,20,11/23/2019,,
12/15/2022," 1,065.93 "," 9,198.92 ",10/24/2019,5.10876E+15," 48,955.99 ",7 Ridge Oak Crossing,San Francisco de Macor√≠s,1408,Certificate of deposit accounts,1,mortgage," 786,767.53 ",Poor,Good,Consumer Durables," 32,870.26 ",Moquegua,71,8/29/2016,Jinshanpu,37,10/30/2020,,
5/3/2019, 524.19 ," 1,980.92 ",10/10/2018,5.10875E+15," 93,076.37 ",8694 Nevada Center,Monastir,1204,Certificate of deposit accounts,1,mortgage," 248,787.89 ",Unsatisfactory,Good,n/a," 64,328.28 ",Ipoh,15,10/19/2019,Weiyuankou,5,10/22/2021,,
12/19/2019," 3,740.26 "," 1,823.78 ",10/16/2022,5.10875E+15," 61,076.15 ",478 John Wall Court,Khlong Sam Wa,587,Certificate of deposit accounts,5,mortgage," 418,342.98 ",Good,Good,Basic Industries," 56,181.93 ",Bungursari,40,9/4/2018,AsadƒÅbƒÅd,45,7/31/2022,,
9/9/2019," 6,607.24 ", 151.50 ,5/25/2019,5.10875E+15," 90,404.21 ",174 Sunfield Terrace,Yuzui,1293,Certificate of deposit accounts,4,mortgage," 166,908.04 ",†Very Good†,Good,n/a," 5,264.24 ",K√∏benhavn,35,4/18/2021,KangƒÅn,2,5/7/2021,,
1/15/2019," 3,265.14 ", 355.39 ,7/7/2018,5.04837E+15," 78,682.32 ",5 Tennyson Plaza,Flen,841,Certificate of deposit accounts,1,auto," 817,260.33 ",†Outstanding,Good,Capital Goods," 50,335.00 ",Novogireyevo,18,3/28/2022,Baikui,38,6/4/2019,,
10/28/2019," 5,091.04 "," 1,417.77 ",8/9/2021,5.04838E+15," 23,582.35 ",01070 Macpherson Plaza,Buta,1838,Certificate of deposit accounts,3,auto," 800,036.67 ",Poor,Good,Finance," 91,137.96 ",Zhangzhishan,47,8/9/2020,San Lorenzo,44,12/19/2021,,
8/12/2017, 124.85 ," 9,479.01 ",5/17/2022,5.04838E+15," 30,111.20 ",1575 Eastwood Pass,La Jagua de Ibirico,1744,Certificate of deposit accounts,5,auto," 507,232.30 ",Unsatisfactory,Good,Health Care," 29,792.47 ",Qingjiangqiao,14,1/22/2021,Dzikowiec,48,6/8/2022,,
7/18/2019," 9,103.86 "," 8,317.44 ",9/24/2022,5.10875E+15," 28,124.71 ",832 Dawn Way,Bununu Kasa,1908,Certificate of deposit accounts,5,auto," 547,028.57 ",Good,Good,Miscellaneous," 59,165.46 ",Cangu√ßu,93,7/27/2018,Toumodi,25,5/23/2019,,
8/20/2022, 135.97 ," 8,923.17 ",8/9/2019,5.10875E+15," 42,994.95 ",4 Duke Lane,Grekan,450,Certificate of deposit accounts,4,auto," 515,686.43 ",†Very Good†,Good,Consumer Services," 58,851.40 ",Soledad,70,12/13/2016,Kribi,36,4/24/2021,,
9/18/2017," 9,288.06 "," 8,734.76 ",11/18/2020,5.10875E+15," 81,895.57 ",6376 Sachtjen Road,Zarrƒ´n Shahr,240,Certificate of deposit accounts,1,auto," 757,446.56 ",†Outstanding,Good,n/a," 45,185.93 ",Bayt Dajan,80,7/5/2017,Sarata,44,11/5/2020,,
10/5/2022," 2,298.14 "," 5,838.14 ",1/26/2019,5.10876E+15," 54,012.53 ",5097 Delaware Park,Bur≈´m,898,Certificate of deposit accounts,2,auto," 918,894.80 ",Poor,Good,Finance," 3,203.63 ",Alor Setar,95,9/10/2016,Melaka,50,8/4/2022,,
11/24/2021," 2,474.80 "," 3,196.07 ",6/29/2021,5.04838E+15," 60,807.60 ",0 Grayhawk Terrace,Mendes,1160,Certificate of deposit accounts,2,auto," 138,056.20 ",Unsatisfactory,Good,Consumer Durables," 16,600.60 ",Kie≈Çcz√≥w,93,1/6/2020,G≈çtsuch≈ç,18,5/5/2018,,
6/20/2022," 7,205.70 "," 7,295.11 ",4/13/2018,5.04838E+15," 5,963.58 ",6 Sundown Park,Geldrop,165,Certificate of deposit accounts,3,auto," 285,484.55 ",Good,Good,Consumer Services," 29,646.33 ",Tashla,62,1/9/2016,Rennebu,14,2/4/2022,,
5/21/2022," 6,539.52 "," 6,983.21 ",2/6/2018,5.04837E+15," 5,220.21 ",59969 Londonderry Lane,Tegalrejo,372,Certificate of deposit accounts,1,auto," 852,587.05 ",†Very Good†,Good,Health Care," 21,531.38 ",Malax,83,6/5/2018,PamiƒÖtkowo,24,10/21/2018,,
3/8/2020," 2,994.92 ", 922.77 ,3/5/2020,5.04838E+15," 78,370.63 ",8412 Weeping Birch Court,North Saanich,727,Certificate of deposit accounts,4,auto," 786,590.63 ",†Outstanding,Good,Consumer Services," 24,887.96 ",Lower Hutt,100,10/11/2017,Paraipaba,1,6/21/2021,,
12/27/2020," 2,480.26 ", 876.14 ,7/19/2020,5.10875E+15," 49,455.52 ",37 Warner Way,Baran√≥w,268,Certificate of deposit accounts,4,auto," 131,356.28 ",Poor,Good,n/a," 55,933.88 ",Citatah Kaler,92,6/10/2018,Guandiping,16,4/30/2020,,
11/5/2022," 1,273.45 "," 4,622.79 ",10/26/2022,5.10875E+15," 69,732.95 ",7 East Plaza,Camajuan√≠,1421,Certificate of deposit accounts,4,auto," 959,839.66 ",Unsatisfactory,Good,n/a," 95,292.47 ",Vale de Rolas,33,4/20/2018,Suwaru,22,10/25/2020,,
3/30/2017," 5,379.49 "," 5,637.32 ",5/4/2019,5.10876E+15," 58,283.84 ",87827 Hoffman Plaza,Fengle,1983,Certificate of deposit accounts,1,auto," 399,683.02 ",Good,Good,Basic Industries," 80,582.25 ",Letuyi,61,1/3/2022,Laspezia,30,6/22/2020,,
4/22/2020, 415.76 , 72.80 ,8/27/2019,5.04838E+15," 85,659.39 ",951 Pond Point,Sendang,1051,Certificate of deposit accounts,4,auto," 492,330.71 ",†Very Good†,Good,Finance," 56,615.51 ",Mat√£o,26,2/21/2021,Biryul√´vo Zapadnoye,20,8/8/2022,,
8/15/2022," 5,497.16 "," 5,680.84 ",9/3/2022,5.04838E+15," 98,183.86 ",17964 Surrey Place,Andkh≈çy,857,Certificate of deposit accounts,3,auto," 188,864.30 ",†Outstanding,Good,Finance," 30,331.27 ",Bor,42,12/7/2018,Rizal,46,7/6/2020,,
10/13/2017," 1,576.23 "," 4,679.73 ",6/11/2020,5.04837E+15," 8,519.24 ",29 Transport Junction,Skhirat,1348,Certificate of deposit accounts,5,auto," 714,436.96 ",Poor,Good,Technology," 87,111.09 ",Goianira,18,4/28/2016,Az ZubaydƒÅt,39,1/10/2021,,
7/23/2017," 3,054.04 "," 3,328.63 ",12/24/2022,5.04837E+15," 4,592.10 ",15483 Glacier Hill Plaza,Tukhlya,640,Certificate of deposit accounts,2,auto," 498,973.77 ",Unsatisfactory,Good,Technology," 53,889.91 ",San Gregorio,64,10/14/2016,Gafanha da Encarna√ß√£o,13,10/7/2021,,
5/24/2022," 8,132.04 "," 3,284.86 ",7/23/2020,5.10875E+15," 92,938.23 ",48869 Waxwing Avenue,Huayacundo Arma,96,Certificate of deposit accounts,3,auto," 795,703.37 ",Good,Good,n/a," 19,217.89 ",Zhouxi,36,6/25/2017,Mont-Royal,10,6/6/2018,,
4/24/2019," 3,060.01 "," 1,120.02 ",10/25/2022,5.04838E+15," 82,447.44 ",857 Clove Terrace,Dongobesh,521,Certificate of deposit accounts,1,auto," 717,530.67 ",†Very Good†,Good,Consumer Durables," 69,145.65 ",Boston,68,4/14/2022,Cha‚Äôanpu,29,2/18/2018,,
3/31/2019," 3,247.73 "," 9,113.87 ",4/10/2021,5.04838E+15," 65,781.92 ",7 Jenna Junction,General Luna,1643,Certificate of deposit accounts,2,auto," 921,546.20 ",†Outstanding,Good,Consumer Services," 7,832.44 ",Zapala,95,1/16/2017,Grazhdanka,13,3/17/2018,,
2/3/2017," 7,074.98 "," 8,489.05 ",4/29/2019,5.04837E+15," 33,223.95 ",0 Vidon Lane,Atlanta,776,Certificate of deposit accounts,2,auto," 340,310.99 ",Poor,Good,Energy," 29,207.85 ",Parakanpanjang,16,7/13/2018,Trhov√© Sviny,27,10/20/2022,,
1/10/2020," 6,145.30 "," 5,377.12 ",1/8/2019,5.10876E+15," 63,084.90 ",898 Colorado Circle,Qinghua,197,Certificate of deposit accounts,2,auto," 383,326.90 ",Unsatisfactory,Good,Consumer Services," 18,860.94 ",Wufeng,65,5/27/2018,Apopa,22,9/24/2020,,
9/19/2017," 1,337.68 "," 9,999.83 ",9/14/2019,5.04838E+15," 99,594.66 ",14 Merrick Parkway,Col√≥n,382,Certificate of deposit accounts,3,auto," 594,093.42 ",Good,Good,Consumer Services," 82,684.66 ",Pacora,20,3/16/2020,Pejek,37,4/8/2021,,
9/28/2018," 8,425.77 ", 893.16 ,11/28/2018,5.10876E+15," 88,097.68 ",7110 Dennis Alley,San Fernando,1928,Certificate of deposit accounts,4,auto," 774,037.85 ",†Very Good†,Good,n/a," 98,298.49 ",L√°znƒõ Kyn≈ævart,5,9/16/2019,Youdunjie,34,11/20/2018,,
6/1/2022," 9,513.07 "," 2,546.81 ",9/9/2020,5.10875E+15," 20,103.59 ",2 Saint Paul Way,Lyasny,1169,Certificate of deposit accounts,5,auto," 206,277.38 ",†Outstanding,Good,Consumer Non-Durables," 29,446.38 ",Baƒákowice,53,2/7/2019,Toila,17,3/12/2019,,
3/9/2022," 1,271.60 ", 541.77 ,12/15/2021,5.04838E+15," 80,410.08 ",84328 Nobel Street,Sandger√∞i,842,Certificate of deposit accounts,2,auto," 237,914.72 ",Poor,Good,Health Care," 98,456.72 ",Borzoy,3,6/25/2022,Brusartsi,30,6/30/2018,,
10/6/2017," 6,108.02 ", 210.31 ,8/16/2019,5.10876E+15," 12,998.83 ",30 Corben Junction,Independencia,1316,Certificate of deposit accounts,3,auto," 787,602.30 ",Unsatisfactory,Good,n/a," 74,424.19 ",Vom,60,12/22/2019,Vyshniy Voloch√´k,10,9/14/2020,,
1/4/2018," 3,363.77 ", 654.48 ,10/31/2021,5.10875E+15," 37,049.51 ",56 Tennessee Road,La Cruz,1451,Certificate of deposit accounts,4,auto," 670,735.19 ",Good,Good,Consumer Non-Durables," 55,660.07 ",Chibuto,86,4/4/2016,Bachowice,31,10/7/2018,,
4/13/2022," 8,873.94 "," 5,631.81 ",8/27/2022,5.10876E+15," 36,293.17 ",31 Gerald Alley,Malilipot,957,Certificate of deposit accounts,5,auto," 259,531.79 ",†Very Good†,Good,Technology," 89,989.39 ",≈Ωi≈æelice,21,12/3/2021,Bay·∏©ƒÅn,31,4/1/2021,,
4/8/2020," 3,746.46 "," 8,496.83 ",11/25/2018,5.10875E+15," 20,656.99 ",33 Mcguire Plaza,Tucan√≠,972,Certificate of deposit accounts,4,auto," 173,065.86 ",†Outstanding,Good,Capital Goods," 94,559.28 ",Milwaukee,23,11/27/2022,Starodub,46,6/26/2018,,
5/15/2018," 2,292.69 "," 1,512.11 ",9/4/2019,5.10876E+15," 21,994.39 ",325 Claremont Circle,Notranje Gorice,267,Certificate of deposit accounts,2,auto," 771,643.06 ",Poor,Good,Finance," 94,863.34 ",Tabwakea Village,58,3/9/2017,White City,16,2/9/2019,,
4/13/2020," 7,592.79 "," 9,480.51 ",5/19/2019,5.04837E+15," 47,311.36 ",8798 High Crossing Pass,Tanxi,1860,Certificate of deposit accounts,1,auto," 168,954.87 ",Unsatisfactory,Good,Energy," 38,211.95 ",Kayasula,26,4/12/2021,Jianggang,11,5/23/2022,,
12/15/2018," 8,940.29 "," 6,109.76 ",6/15/2021,5.04838E+15," 54,858.84 ",9212 Dorton Alley,Crauthem,771,Certificate of deposit accounts,5,auto," 277,815.75 ",Good,Good,Public Utilities," 22,432.98 ",Hat Yai,64,5/3/2021,Nemby,44,4/9/2020,,
7/29/2017," 8,718.58 "," 5,253.38 ",4/12/2018,5.04837E+15," 79,139.51 ",6 Barby Plaza,Nglorogan,47,Certificate of deposit accounts,1,auto," 492,029.47 ",†Very Good†,Good,Basic Industries," 94,340.49 ",Arganil,92,10/2/2021,Jos√© de Freitas,15,2/23/2018,,
1/18/2021," 3,411.39 "," 8,741.64 ",4/7/2021,5.10876E+15," 47,302.52 ",92 Eggendart Terrace,Pohbango,1378,Certificate of deposit accounts,1,auto," 620,715.37 ",†Outstanding,Good,Capital Goods," 13,401.18 ",El Porvenir,25,8/11/2021,Ochla,18,12/6/2019,,
7/15/2022," 1,414.88 "," 3,788.35 ",2/17/2020,5.04837E+15," 22,196.23 ",2606 Bultman Crossing,Shilovo,492,Certificate of deposit accounts,3,auto," 550,926.13 ",Poor,Good,n/a," 2,543.24 ",Dapuchaihe,79,6/25/2020,Nabari,48,8/26/2019,,
1/22/2019," 5,578.48 "," 3,475.76 ",4/20/2021,5.04838E+15," 18,376.11 ",5356 Nelson Point,Miandrarivo,1625,Certificate of deposit accounts,3,auto," 635,783.56 ",Unsatisfactory,Good,Consumer Services," 39,518.40 ",Juripiranga,36,11/13/2018,Ucuncha,4,9/5/2020,,
9/14/2018," 3,034.21 "," 4,231.54 ",1/12/2018,5.10876E+15," 3,455.29 ",668 Eastlawn Junction,Koni-Djodjo,991,Certificate of deposit accounts,4,auto," 727,046.76 ",Good,Good,Consumer Durables," 74,799.94 ",Braunschweig,1,11/26/2018,Vyerkhnyadzvinsk,35,10/29/2018,,
3/24/2018," 3,778.42 ", 943.96 ,8/7/2018,5.10876E+15," 11,541.14 ",56575 Doe Crossing Plaza,Krasnokholm,427,Certificate of deposit accounts,5,auto," 730,145.18 ",†Very Good†,Good,n/a," 3,698.75 ",Maesan,45,11/20/2018,Ugba,31,5/13/2018,,
9/12/2017," 1,967.13 ", 234.37 ,1/22/2022,5.04837E+15," 63,592.01 ",91399 Homewood Trail,Changjiangbu,108,Certificate of deposit accounts,4,auto," 681,460.50 ",†Outstanding,Good,Finance," 50,574.00 ",Jandayan,12,12/19/2017,Baltimore,46,3/26/2022,,
8/19/2017," 4,300.08 "," 1,955.10 ",11/29/2018,5.10875E+15," 8,252.98 ",867 Birchwood Park,San Francisco,942,Certificate of deposit accounts,5,auto," 478,275.39 ",Poor,Good,n/a," 74,831.10 ",Klatakan,39,2/9/2018,San Juan,5,12/12/2019,,
8/10/2019," 6,245.80 "," 3,963.53 ",1/3/2020,5.04838E+15," 90,105.20 ",18 Melrose Drive,Topoln√°,1702,Certificate of deposit accounts,5,auto," 782,485.86 ",Unsatisfactory,Good,Basic Industries," 19,725.44 ",Ni√±os Heroes,68,12/22/2016,Kembangkerang Lauk Timur,50,6/14/2018,,
7/2/2018," 3,324.95 "," 5,931.28 ",11/24/2021,5.04837E+15," 81,355.96 ",45396 Express Plaza,Xiangrong,1159,Certificate of deposit accounts,3,auto," 273,898.78 ",Good,Good,n/a," 41,431.99 ",Oslo,30,2/18/2022,Newton,15,7/7/2022,,
9/17/2019," 3,621.12 "," 6,485.74 ",11/6/2018,5.04837E+15, 573.51 ,16 Duke Hill,Ciampea,1646,Certificate of deposit accounts,4,auto," 945,379.75 ",†Very Good†,Good,Transportation," 77,204.41 ",Miaoli,83,10/23/2018,Las Bre√±as,28,11/30/2021,,
9/27/2018, 64.79 ," 8,856.33 ",11/2/2018,5.04837E+15," 56,579.13 ",277 Washington Terrace,Valmiera,1852,Certificate of deposit accounts,5,auto," 623,712.36 ",†Outstanding,Good,Public Utilities," 7,586.55 ",Abobo,22,12/2/2020,Itambacuri,17,2/1/2022,,
11/16/2020," 5,711.38 "," 1,765.95 ",1/3/2019,5.10875E+15," 9,060.23 ",1576 Shoshone Lane,Loudi,1354,Certificate of deposit accounts,5,auto," 814,850.22 ",Poor,Good,Basic Industries," 32,487.56 ",Holgu√≠n,1,9/30/2019,Vlor√´,39,12/2/2022,,
10/4/2017," 1,667.24 "," 7,406.55 ",8/30/2020,5.04837E+15," 24,405.77 ",03 Schiller Lane,Kinh M√¥n,1931,Certificate of deposit accounts,1,auto," 206,050.26 ",Unsatisfactory,Good,Health Care," 88,591.67 ",Mt Peto,6,1/27/2017,Uva,37,10/20/2018,,
5/10/2018," 9,992.75 "," 4,357.59 ",5/5/2020,5.10876E+15," 8,132.29 ",374 Morrow Street,Chatuchak,285,Certificate of deposit accounts,2,auto," 746,194.98 ",Good,Good,Public Utilities," 54,412.35 ",Macapsing,86,2/10/2016,Luxi,31,1/3/2021,,
2/11/2017," 8,836.95 "," 2,174.71 ",7/5/2022,5.04837E+15," 49,877.77 ",8231 New Castle Avenue,B√°lsamo Oriental,1441,Certificate of deposit accounts,3,auto," 531,327.07 ",†Very Good†,Good,n/a," 17,733.79 ",Dapitan,30,9/21/2021,Cimara,31,11/29/2020,,
2/20/2017," 1,503.37 "," 7,532.33 ",9/12/2020,5.04837E+15," 59,660.27 ",53858 Stang Way,Carvoeira,22,Certificate of deposit accounts,4,auto," 411,049.21 ",†Outstanding,Good,Technology," 5,022.25 ",Agara,69,5/12/2018,Balas,12,12/22/2019,,
2/15/2018," 9,515.07 "," 1,606.42 ",12/6/2018,5.04837E+15," 72,087.45 ",8767 Birchwood Avenue,Storozhynets‚Äô,1424,Checking†,3,auto," 588,420.48 ",Poor,Good,n/a," 13,605.45 ",Ozerne,65,9/30/2022,Cipatujah,35,7/10/2021,,
11/28/2020," 1,076.10 "," 2,838.44 ",8/31/2021,5.10876E+15," 28,509.73 ",7440 Orin Lane,Utabi,829,Checking†,2,auto," 973,361.14 ",Unsatisfactory,Good,Public Utilities," 44,969.78 ",Konstancin-Jeziorna,34,5/17/2017,Kunyang,21,10/6/2020,,
12/11/2021," 5,668.77 "," 6,441.44 ",9/1/2020,5.10875E+15," 4,824.02 ",310 Elka Road,Baisha,842,Checking†,5,auto," 265,549.57 ",Good,Good,Energy," 57,210.00 ",Leigu,86,8/12/2019,Emiliano Zapata,46,6/4/2021,,
4/26/2020," 5,707.91 "," 3,719.82 ",5/4/2022,5.10875E+15," 53,377.57 ",2 Vermont Road,Kpalim√©,628,Checking†,2,auto," 408,287.26 ",†Very Good†,Good,Basic Industries," 88,957.00 ",Ginatilan,11,10/2/2017,Pith√°ri,49,8/7/2022,,
4/1/2017, 500.41 ," 8,492.91 ",1/5/2020,5.04838E+15," 12,990.70 ",34 Kropf Circle,Sriwing,907,Checking†,4,auto," 960,222.42 ",†Outstanding,Good,n/a," 59,834.82 ",Mattawa,74,6/17/2021,Huangshanguan,8,12/25/2019,,
11/15/2021," 7,235.83 "," 9,910.35 ",5/11/2021,5.04837E+15," 37,501.19 ",6 Red Cloud Drive,Huzhen,792,Checking†,5,auto," 984,526.46 ",Poor,Good,Capital Goods," 4,119.20 ",Spu≈æ,7,2/3/2016,Homeyo,27,8/1/2021,,
2/4/2022," 2,415.66 ", 960.80 ,2/18/2020,5.04837E+15," 46,688.43 ",11244 Jenna Plaza,Khryashchevka,43,Checking†,3,auto," 797,889.50 ",Unsatisfactory,Good,Finance," 23,043.66 ",Cap√£o da Canoa,31,11/8/2021,Zekou,19,1/7/2022,,
4/17/2020," 7,911.26 "," 9,467.16 ",1/28/2021,5.10876E+15," 55,077.11 ",73890 Monterey Center,√Åguas Vermelhas,835,Checking†,4,auto," 270,373.99 ",Good,Good,Finance," 75,982.17 ",Lezh√´,19,5/5/2019,Ilesa,19,11/28/2020,,
9/17/2019," 9,669.27 "," 2,377.61 ",6/10/2022,5.04838E+15," 36,061.10 ",2 Hudson Alley,Chikwawa,789,Checking†,1,auto," 305,101.75 ",†Very Good†,Good,n/a," 58,240.10 ",Zouila,50,1/14/2021,M≈´·∏© ·∏®asan,25,7/16/2021,,
9/16/2021," 3,415.98 "," 4,555.58 ",12/21/2021,5.10876E+15, 354.04 ,28 East Place,Xia Dawo,74,Checking†,3,auto," 320,434.18 ",†Outstanding,Good,Basic Industries," 54,438.90 ",Novoukrayinka,10,6/27/2021,Sukacai Tengah,46,10/9/2020,,
9/14/2021," 1,882.98 "," 9,909.21 ",5/9/2018,5.10876E+15," 47,288.37 ",41912 Leroy Junction,Ikata-ch≈ç,1803,Checking†,4,auto," 164,034.55 ",Poor,Good,Capital Goods," 49,445.18 ",Vasilik√≥n,57,11/1/2020,Dandai,16,4/9/2021,,
9/29/2020," 4,337.24 "," 3,565.75 ",4/13/2018,5.10875E+15," 60,853.45 ",30603 Golden Leaf Circle,Mara√£,45,Checking†,3,auto," 691,362.11 ",Unsatisfactory,Good,Consumer Services," 90,798.02 ",Qiankeng,34,12/25/2022,Wrƒôczyca Wielka,16,8/29/2020,,
2/26/2020," 7,845.48 ", 605.43 ,7/6/2021,5.10876E+15," 99,917.43 ",9418 Pleasure Trail,Fizuli,1886,Checking†,1,auto," 609,143.88 ",Good,Good,n/a," 47,425.25 ",Horn√≠ ƒåermn√°,62,6/6/2018,Famaill√°,38,1/18/2022,,
12/29/2021," 8,334.97 "," 5,448.02 ",11/20/2022,5.10875E+15," 69,056.51 ",20918 Barby Park,Lage,456,Checking†,4,auto," 832,065.60 ",†Very Good†,Good,Technology," 85,514.70 ",Quanjiang,39,9/29/2021,Gongrong,22,7/9/2019,,
2/9/2021, 230.23 ," 8,354.78 ",10/13/2021,5.10876E+15," 65,928.18 ",91341 Sunbrook Pass,Saumur,1216,Checking†,1,auto," 116,560.04 ",†Outstanding,Good,Basic Industries," 29,084.79 ",Tambaksumur,10,8/4/2019,Contramaestre,36,9/11/2018,,
5/10/2022," 6,332.19 "," 5,167.81 ",10/7/2021,5.04837E+15," 85,840.48 ",9586 Graedel Lane,Pakokku,909,Checking†,5,auto," 325,185.84 ",Poor,Good,Technology," 46,974.80 ",Tuqiao,10,4/20/2020,San Miguel,3,4/19/2020,,
6/18/2018," 5,440.46 "," 2,412.98 ",2/15/2018,5.04837E+15," 98,911.32 ",51997 Anthes Lane,Stockholm,718,Checking†,1,auto," 856,705.23 ",Unsatisfactory,Good,n/a," 43,518.68 ",WƒÅdƒ´ Ra·∏©·∏©ƒÅl,66,10/20/2022,Nueva Esperanza,14,9/2/2019,,
5/5/2021," 1,458.19 "," 1,391.45 ",3/9/2022,5.04838E+15," 61,406.05 ",27 Helena Place,Saint-Lambert-de-Lauzon,1654,Checking†,5,auto," 261,706.19 ",Good,Good,Health Care," 6,313.04 ",Nagpandayan,86,5/19/2017,N√≠kaia,16,5/10/2018,,
6/5/2018," 8,471.07 ", 505.22 ,5/7/2022,5.04837E+15," 56,367.66 ",2 Hollow Ridge Avenue,Levski,233,Checking†,1,auto," 717,900.83 ",†Very Good†,Good,Consumer Services," 16,759.21 ",Mont-Tremblant,83,12/4/2022,Ilopango,31,6/9/2021,,
5/8/2020," 7,215.50 "," 2,659.48 ",11/8/2019,5.04837E+15," 35,263.64 ",0193 Dakota Circle,Tuam,1013,Checking†,2,auto," 374,854.21 ",†Outstanding,Good,Transportation," 11,764.57 ",Glendale,35,10/29/2019,Okrika,18,8/10/2021,,
9/7/2019," 2,718.48 "," 9,949.22 ",10/14/2022,5.10875E+15," 51,820.87 ",318 Crownhardt Junction,Paokmotong Utara,554,Checking†,3,auto," 780,913.20 ",Poor,Good,Consumer Services," 94,920.92 ",Narut≈ç,65,10/4/2022,Pili,15,6/8/2019,,
1/22/2020, 271.20 ," 2,620.40 ",10/7/2022,5.04838E+15," 83,230.41 ",338 Dixon Parkway,Altos,1954,Checking†,3,auto," 422,281.07 ",Unsatisfactory,Good,Technology," 2,359.92 ",La Palma,80,8/27/2019,Pico da Pedra,9,11/19/2020,,
4/21/2018," 8,244.46 "," 1,091.33 ",3/28/2021,5.10875E+15," 66,563.78 ",3901 7th Road,Yegor‚Äôyevsk,564,Checking†,1,auto," 781,653.25 ",Good,Good,n/a," 27,885.50 ",Harper,60,12/30/2022,Osa,35,11/30/2019,,
5/12/2020," 4,096.99 "," 1,194.03 ",2/5/2021,5.10875E+15," 46,417.35 ",106 Bunting Junction,Duran,826,Checking†,1,auto," 289,485.82 ",†Very Good†,Good,Health Care," 88,666.36 ",Fort Wayne,4,5/7/2018,Mamboma,41,4/30/2019,,
9/3/2021," 2,328.29 "," 6,374.71 ",2/11/2018,5.10875E+15," 37,954.65 ",7 Weeping Birch Place,Lagunas,1391,Checking†,3,auto," 844,623.11 ",†Outstanding,Good,n/a," 59,628.77 ",Al Ba≈ürah,41,9/29/2018,Ikata-ch≈ç,19,10/19/2021,,
12/1/2020," 6,432.45 "," 7,823.40 ",11/30/2021,5.04838E+15," 81,790.47 ",5 Goodland Trail,Concepcion,1595,Checking†,1,auto," 658,348.62 ",Poor,Good,Finance," 92,378.88 ",Alexandria,22,6/29/2018,Jindui,32,3/25/2022,,
8/19/2021," 9,297.89 ", 418.05 ,10/3/2021,5.10876E+15," 55,621.47 ",57600 Rieder Center,Bengtsfors,1240,Checking†,5,auto," 248,964.15 ",Unsatisfactory,Good,Consumer Non-Durables," 89,772.34 ",Balrothery,22,11/30/2022,Sol≈£ƒÅnƒÅbƒÅd,36,2/8/2019,,
5/7/2020," 9,387.38 "," 3,301.65 ",2/26/2020,5.04837E+15," 7,593.02 ",59 North Plaza,Yunlong,126,Checking†,1,auto," 320,893.69 ",Good,Good,Consumer Services," 66,606.50 ",Zalesnoye,56,6/22/2021,Yarƒ´m,10,10/17/2018,,
5/14/2018," 6,350.19 "," 3,341.41 ",3/18/2018,5.10875E+15," 78,690.05 ",74 Coolidge Point,Santa Mar√≠a Chiquimula,848,Checking†,1,auto," 780,792.03 ",†Very Good†,Good,n/a," 45,939.01 ",Louƒçe≈à,43,1/18/2020,Nanhai,44,2/28/2021,,
9/4/2022," 2,872.86 ", 307.39 ,9/10/2018,5.04837E+15," 42,945.19 ",7 Gulseth Hill,DharƒÅn BƒÅzƒÅr,886,Checking†,5,auto," 368,044.19 ",†Outstanding,Good,Consumer Non-Durables," 47,300.92 ",Jiangna,61,3/1/2018,Vavozh,41,2/17/2020,,
