timestamp_transaction,transaction_amount,revenue,timestamp_on_account_balance,account_number,account_balance,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type,loan_amount,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product,return_on_investment,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
7/5/2021,"$5,134.63 ","$4,064.50 ",8/6/2019,5.10875E+15,"$93,265.09 ",3453 Del Sol Way,Beilfuss,213,,46,,"$830,076.41 ",10/11/2018,158.42.206.71,n/a,"$22,151.52 ",728 Eliot Avenue,84,6/8/2017,Columbus,23,4/8/2022,200.52.163.4,241.130.234.11
11/16/2017,"$6,499.66 ","$9,547.94 ",11/6/2022,5.10875E+15,"$25,302.94 ",5878 Sugar Lane,David,111,,85,,"$959,326.90 ",11/26/2019,127.205.181.59,n/a,"$24,765.77 ",7 Farwell Park,32,5/27/2020,Sachs,80,11/26/2019,81.38.236.230,7.31.139.45
7/12/2020,"$3,828.27 ","$5,903.46 ",12/14/2019,5.04837E+15,"$90,110.91 ",0 Reindahl Circle,Karstens,1479,,22,,"$970,048.40 ",5/11/2022,249.114.174.27,Capital Goods,"$97,285.14 ",51723 Northwestern Lane,20,5/11/2022,Lukken,41,8/8/2020,25.35.202.98,9.54.100.126
12/12/2021,"$6,153.18 ","$3,960.40 ",8/19/2021,5.10875E+15,"$7,725.36 ",7854 Commercial Street,Linden,1658,,86,,"$602,382.37 ",12/18/2020,142.36.98.253,Health Care,"$90,194.02 ",86 Sugar Way,19,9/14/2021,Burning Wood,48,5/6/2018,23.95.86.111,49.68.204.55
2/13/2022,$987.98 ,"$3,574.32 ",3/15/2021,5.10875E+15,"$59,411.38 ",5557 West Drive,Bobwhite,1411,,11,,"$794,790.71 ",9/3/2019,183.197.70.57,Basic Industries,"$97,589.18 ",1 Forster Road,80,3/31/2019,Acker,29,1/17/2019,91.132.114.48,19.136.186.169
5/22/2022,$654.44 ,"$2,982.19 ",5/25/2021,5.04838E+15,"$87,455.05 ",56903 David Road,Packers,1685,,27,,"$966,902.20 ",4/23/2021,203.1.128.8,n/a,"$41,897.15 ",6468 Dixon Drive,8,12/2/2020,Bluestem,79,4/26/2019,25.210.42.218,125.171.224.158
10/12/2017,"$6,735.78 ","$3,781.89 ",7/4/2021,5.10875E+15,"$16,842.49 ",0864 Ridge Oak Avenue,Bunting,1618,,39,,"$692,127.27 ",6/27/2020,218.20.249.48,Consumer Durables,"$62,800.68 ",239 Lindbergh Junction,64,5/1/2022,Service,64,3/20/2018,188.131.253.84,37.125.32.251
6/11/2018,"$7,119.84 ","$5,023.07 ",4/7/2021,5.04838E+15,"$7,322.53 ",7 Annamark Terrace,Sundown,66,,16,,"$669,718.25 ",9/14/2019,79.150.149.106,Capital Goods,"$52,776.07 ",7334 Sundown Pass,49,5/30/2018,Fair Oaks,95,12/11/2019,114.232.127.177,250.12.108.156
6/14/2018,"$4,583.54 ",$944.79 ,5/20/2022,5.04837E+15,"$14,600.92 ",0 Norway Maple Alley,Luster,184,,61,,"$494,627.94 ",3/9/2018,37.128.2.44,Capital Goods,"$50,093.77 ",2 David Parkway,63,4/19/2017,Sloan,5,5/2/2020,114.116.122.41,253.133.50.167
3/3/2017,"$1,202.83 ","$8,252.23 ",10/23/2018,5.04837E+15,"$68,717.68 ",5469 Algoma Place,Blue Bill Park,196,,37,,"$770,810.14 ",6/28/2018,188.212.45.102,n/a,"$87,968.38 ",7 Sachs Circle,40,4/12/2022,Dahle,27,3/26/2018,15.253.58.44,32.165.103.50
1/10/2021,"$4,944.06 ","$6,438.74 ",6/16/2018,5.10875E+15,"$61,761.21 ",069 Northwestern Road,Kings,1250,,50,,"$789,194.11 ",1/4/2018,114.199.44.41,Health Care,"$7,704.92 ",546 Ramsey Pass,65,12/28/2022,Mifflin,58,8/5/2022,118.203.187.75,81.68.79.33
7/29/2017,"$2,198.47 ","$6,076.38 ",4/27/2022,5.10876E+15,"$73,978.17 ",06085 Clarendon Plaza,Merrick,1347,,12,,"$949,327.39 ",5/6/2018,116.222.250.215,Finance,"$41,148.81 ",418 Fallview Avenue,89,7/19/2017,Hallows,34,3/23/2022,131.123.126.250,156.181.145.99
8/10/2020,"$7,996.96 ","$5,009.63 ",4/20/2019,5.10876E+15,"$59,914.34 ",067 Bluestem Junction,Algoma,1776,,11,,"$268,453.12 ",3/21/2022,214.172.87.36,Health Care,"$4,336.53 ",6345 Oak Hill,18,10/8/2018,Huxley,43,6/12/2021,124.152.152.130,96.215.235.233
1/5/2020,$293.96 ,"$4,066.45 ",11/26/2020,5.04838E+15,"$43,945.40 ",8 Straubel Parkway,Trailsway,1095,,79,,"$110,607.60 ",8/2/2018,240.175.170.156,Health Care,"$11,794.50 ",8318 Shelley Plaza,88,12/10/2022,Florence,52,5/1/2019,146.212.68.30,134.178.2.133
3/18/2017,"$6,986.23 ","$1,543.27 ",4/4/2022,5.10876E+15,"$65,839.64 ",7752 Oak Valley Alley,Maryland,1493,,40,,"$227,442.95 ",3/18/2018,246.250.74.218,Technology,"$77,549.07 ",4843 Kropf Court,88,2/26/2020,Monica,32,8/8/2019,11.149.145.186,98.120.108.103
2/2/2019,"$2,078.97 ","$6,354.35 ",3/12/2020,5.04838E+15,"$9,291.47 ",41257 Di Loreto Avenue,Toban,1991,,60,,"$350,072.42 ",10/5/2022,229.93.237.25,Health Care,"$73,154.34 ",12 Hudson Place,61,3/12/2017,Clyde Gallagher,30,10/1/2020,159.23.17.40,223.236.248.216
1/5/2020,"$2,945.98 ","$4,888.60 ",12/4/2019,5.04837E+15,"$81,192.09 ",294 Atwood Drive,Katie,1184,,19,,"$490,231.01 ",9/28/2021,80.232.252.17,Technology,"$71,926.28 ",5997 Utah Avenue,63,12/27/2019,Autumn Leaf,9,9/8/2021,159.237.11.33,187.85.93.108
2/27/2022,"$5,202.75 ","$6,892.13 ",3/10/2022,5.04838E+15,"$73,784.65 ",2 Havey Trail,Mayer,1516,,65,,"$247,899.35 ",5/3/2019,130.79.79.81,Technology,"$14,533.51 ",812 Meadow Ridge Pass,64,11/13/2022,Bay,33,5/16/2019,180.66.225.204,183.188.211.113
1/21/2017,"$9,627.18 ","$3,388.86 ",12/12/2022,5.04837E+15,"$37,286.28 ",44547 Di Loreto Center,Ridgeway,830,,83,,"$214,076.88 ",5/1/2020,109.221.113.172,Consumer Services,"$83,399.55 ",70583 Debra Road,11,1/25/2020,Gulseth,64,7/27/2019,62.12.129.181,38.204.255.18
11/22/2021,"$4,029.64 ","$1,522.26 ",10/7/2021,5.10875E+15,"$25,282.67 ",7098 Onsgard Point,Michigan,1701,,16,,"$633,459.76 ",11/17/2022,82.195.211.45,n/a,"$40,140.15 ",8 Melody Pass,10,3/13/2016,Pierstorff,71,1/17/2021,111.97.184.168,180.20.106.251
8/2/2017,"$3,645.51 ","$6,540.09 ",12/6/2018,5.04838E+15,"$35,163.72 ",08 Clarendon Place,Morning,1277,,91,,"$910,180.39 ",9/19/2018,170.229.218.216,Technology,"$18,052.61 ",0115 Reinke Lane,85,8/12/2022,Forest,64,7/26/2022,99.152.128.217,57.136.208.235
12/26/2017,"$4,548.51 ","$6,834.16 ",5/18/2022,5.04838E+15,"$16,537.93 ",1810 Hanson Trail,Charing Cross,146,,59,,"$409,325.07 ",8/11/2020,131.231.175.73,Basic Industries,"$44,234.59 ",5 Pankratz Hill,94,6/21/2017,Havey,62,7/22/2022,46.58.245.4,16.72.141.159
8/12/2021,"$7,804.62 ","$3,831.12 ",6/15/2019,5.10875E+15,"$16,491.76 ",16703 Marquette Trail,Warrior,150,,32,,"$634,719.28 ",1/11/2019,98.99.251.215,Finance,"$73,870.55 ",7 Talmadge Point,40,2/1/2021,Elka,75,12/19/2021,125.149.138.148,147.161.166.178
4/11/2022,"$9,249.23 ","$6,924.65 ",11/1/2022,5.04837E+15,"$78,455.88 ",713 Charing Cross Pass,Karstens,633,,85,,"$490,184.71 ",12/29/2020,78.80.57.104,Technology,"$75,053.09 ",86 Dryden Pass,19,2/1/2016,Oak Valley,93,3/27/2021,125.1.84.229,46.79.248.172
11/22/2022,$737.11 ,"$2,931.34 ",4/4/2020,5.04837E+15,"$89,847.11 ",68 Milwaukee Center,Fallview,536,,91,,"$736,101.23 ",3/16/2019,181.33.192.26,Capital Goods,"$76,027.41 ",552 Alpine Crossing,37,12/2/2016,Grasskamp,93,10/25/2022,55.166.189.64,86.230.186.160
5/16/2020,"$2,890.21 ","$9,055.99 ",12/19/2019,5.04837E+15,"$7,680.65 ",52 Annamark Park,Union,1389,,85,,"$690,928.82 ",11/12/2022,27.201.147.231,Health Care,"$60,064.52 ",1306 Starling Plaza,97,5/13/2019,Di Loreto,60,4/3/2020,16.54.159.176,74.170.18.67
4/23/2020,"$9,848.64 ","$4,716.76 ",2/8/2020,5.10875E+15,"$38,478.28 ",631 Surrey Junction,Ohio,538,,86,,"$566,010.42 ",7/25/2019,68.89.58.136,n/a,"$22,001.21 ",5 Clarendon Place,83,4/25/2022,Mcbride,72,3/26/2018,94.62.198.157,134.216.14.17
12/28/2017,"$6,435.62 ","$1,238.83 ",5/5/2020,5.10876E+15,"$46,152.53 ",265 Derek Alley,Westridge,1393,,69,,"$677,838.77 ",2/1/2021,147.201.230.150,Finance,"$90,151.00 ",123 Pleasure Circle,34,6/12/2020,Rowland,87,7/3/2022,83.125.162.129,163.2.108.12
8/1/2022,"$6,291.15 ",$904.85 ,5/6/2018,5.04837E+15,"$36,244.79 ",05 High Crossing Park,Boyd,617,,10,,"$138,449.23 ",7/15/2019,134.112.241.48,Finance,"$30,120.10 ",50481 Pepper Wood Road,46,10/5/2017,Birchwood,55,10/22/2020,198.146.185.73,153.159.173.126
11/26/2021,"$7,355.47 ","$6,528.78 ",4/17/2020,5.04838E+15,"$68,477.18 ",48 Towne Point,Commercial,374,,80,,"$592,567.73 ",11/1/2019,106.242.1.193,Finance,"$57,923.19 ",04659 Mcbride Terrace,95,7/14/2021,Westport,28,12/29/2022,55.214.34.185,68.32.78.111
1/24/2020,"$7,960.10 ","$3,435.31 ",5/7/2020,5.04837E+15,"$62,100.99 ",7 Vernon Hill,Summit,377,,23,,"$269,934.76 ",10/22/2018,125.159.230.254,Finance,"$7,242.81 ",32830 Farwell Parkway,19,7/23/2019,Maywood,35,3/18/2020,35.10.210.92,82.251.210.14
1/26/2017,"$1,888.45 ","$6,728.45 ",1/2/2018,5.04838E+15,"$33,465.51 ",2 Lerdahl Plaza,Beilfuss,1217,,68,,"$611,019.92 ",12/27/2019,151.213.207.253,Consumer Services,"$63,599.34 ",0977 Summer Ridge Plaza,43,7/24/2017,Meadow Valley,62,8/23/2019,94.70.148.85,136.70.192.72
8/2/2017,"$6,438.76 ","$8,505.78 ",10/3/2021,5.10876E+15,"$29,675.36 ",4 Brown Circle,Ilene,1617,,23,,"$132,599.44 ",12/25/2020,150.73.53.152,Basic Industries,"$90,628.90 ",152 Stone Corner Court,21,9/5/2019,School,78,11/28/2018,102.144.210.180,201.195.167.237
7/29/2021,"$6,250.03 ","$2,337.29 ",1/28/2018,5.04837E+15,"$14,846.99 ",3057 Forest Lane,Delladonna,1887,,97,,"$126,506.63 ",7/2/2021,150.206.151.21,Consumer Services,"$11,146.45 ",77 Vernon Way,63,8/17/2016,Bobwhite,46,12/11/2020,224.207.121.115,38.83.159.230
1/17/2022,"$6,391.96 ",$740.76 ,9/16/2022,5.10876E+15,"$56,186.60 ",04 Portage Point,West,1108,,98,,"$481,026.96 ",2/23/2019,101.129.217.235,Finance,"$7,137.14 ",2 Duke Terrace,10,11/19/2019,Valley Edge,82,3/31/2018,200.218.123.40,165.97.21.240
3/13/2021,"$2,341.93 ","$7,317.65 ",4/23/2021,5.04838E+15,"$17,372.20 ",2599 Fair Oaks Way,Dunning,1832,,2,,"$674,963.81 ",7/5/2021,207.69.228.230,Finance,"$34,574.36 ",6442 Melrose Hill,87,10/17/2019,High Crossing,85,1/24/2021,51.2.206.49,61.171.35.255
6/20/2018,"$9,118.54 ","$7,689.91 ",1/13/2021,5.10876E+15,"$74,665.26 ",5352 Bunker Hill Parkway,Chive,611,,36,,"$495,495.06 ",11/25/2022,94.203.40.154,Public Utilities,"$51,671.66 ",28 Hoffman Place,94,4/1/2017,Hudson,47,9/16/2022,213.220.86.38,234.173.51.107
12/28/2021,"$1,382.47 ","$9,894.98 ",9/30/2018,5.04838E+15,"$37,037.89 ",230 Holy Cross Crossing,Shasta,976,,47,,"$103,170.98 ",10/20/2018,16.236.190.182,Energy,"$91,395.85 ",9198 Lillian Hill,2,3/20/2016,Cascade,87,11/27/2018,75.152.175.37,73.28.243.138
9/13/2018,"$4,984.67 ","$6,764.13 ",8/3/2022,5.04837E+15,"$51,525.49 ",79497 Carpenter Street,Bowman,881,,88,,"$478,312.20 ",1/17/2018,146.235.224.128,Finance,"$12,701.33 ",10985 Crownhardt Place,76,1/27/2021,Steensland,12,10/1/2019,36.54.169.249,139.11.194.202
11/16/2022,"$3,662.03 ","$7,634.65 ",7/6/2018,5.10876E+15,"$71,391.05 ",96 Northport Junction,Springview,497,,50,,"$846,816.71 ",4/25/2020,225.37.149.173,Finance,"$86,637.39 ",0 Nevada Alley,54,7/23/2020,Dottie,18,4/25/2021,9.205.53.143,28.21.235.57
4/18/2020,"$2,030.77 ",$598.44 ,3/8/2021,5.10875E+15,"$78,265.04 ",355 Susan Junction,Magdeline,514,,86,,"$531,554.58 ",7/17/2018,218.71.8.239,Finance,"$7,675.21 ",2 Red Cloud Plaza,21,2/3/2022,Burrows,19,9/15/2019,176.31.72.184,131.243.102.219
6/12/2019,$637.00 ,"$8,784.24 ",8/3/2021,5.10875E+15,"$14,231.46 ",4197 Memorial Circle,Grim,1702,,36,,"$919,170.50 ",9/13/2019,13.165.77.175,n/a,"$35,196.35 ",0478 Linden Hill,58,3/12/2017,Lakeland,57,10/6/2018,190.120.12.184,156.198.186.94
7/29/2017,"$5,693.43 ","$6,434.57 ",7/1/2022,5.04837E+15,"$29,817.85 ",386 Corben Hill,Burrows,1732,,18,,"$693,432.73 ",8/20/2020,57.134.40.96,Technology,"$91,911.21 ",6950 Stang Park,19,11/21/2020,Mallard,4,10/7/2020,56.179.94.93,177.180.112.160
10/6/2017,"$6,526.45 ","$9,310.48 ",7/6/2020,5.10875E+15,"$56,092.41 ",04726 Holmberg Road,Moland,736,,80,,"$616,372.69 ",10/30/2019,122.195.36.231,Health Care,"$79,841.23 ",0 Goodland Lane,42,2/11/2020,Manitowish,10,9/20/2018,138.200.227.83,225.212.113.111
3/3/2020,"$2,179.98 ",$607.47 ,6/27/2020,5.10876E+15,"$51,443.35 ",58 Sherman Terrace,Gina,304,,56,,"$509,712.44 ",4/6/2020,88.172.2.70,Health Care,"$40,317.41 ",50 Carberry Drive,56,8/4/2016,Packers,80,2/27/2019,178.207.167.23,189.31.122.183
8/11/2020,"$7,428.76 ","$5,095.12 ",12/11/2018,5.04837E+15,"$49,005.24 ",9 Sundown Way,Fieldstone,1151,,71,,"$697,757.97 ",6/8/2021,86.52.180.23,Technology,"$73,720.86 ",5341 Westridge Hill,23,8/4/2017,Derek,76,12/18/2020,33.103.190.61,233.13.93.175
7/3/2020,"$3,831.40 ",$514.44 ,10/24/2022,5.04838E+15,"$76,036.98 ",150 Karstens Circle,Saint Paul,922,,71,,"$418,745.52 ",4/19/2021,103.140.240.241,Consumer Durables,"$55,927.16 ",0064 Ridge Oak Crossing,11,6/18/2016,Pennsylvania,72,8/16/2022,52.105.28.245,174.243.242.110
7/11/2020,"$2,996.19 ","$8,666.80 ",5/19/2019,5.04837E+15,"$70,800.63 ",75 Canary Parkway,Lake View,1018,,5,,"$288,547.57 ",11/1/2019,126.23.94.251,Finance,"$28,806.66 ",53 Merry Alley,71,4/1/2017,Dexter,71,11/3/2018,244.12.124.132,137.242.223.75
9/15/2022,"$1,642.70 ","$2,534.30 ",9/20/2020,5.10875E+15,"$88,834.18 ",5319 Merchant Road,Village Green,1254,,15,,"$912,188.34 ",3/31/2019,46.232.182.177,Health Care,"$45,861.85 ",84 Sycamore Alley,91,3/8/2021,Roth,7,2/11/2021,125.36.69.178,21.33.237.81
11/30/2021,"$5,665.02 ","$4,620.02 ",10/11/2019,5.10875E+15,"$98,593.71 ",91 Carpenter Avenue,Dapin,1642,,95,,"$909,603.61 ",6/4/2018,15.91.41.43,n/a,"$65,296.75 ",6 Spohn Way,93,12/22/2018,Kropf,55,7/31/2021,4.16.189.69,98.216.90.13
7/19/2021,"$6,382.26 ","$5,399.73 ",11/29/2018,5.10875E+15,"$76,632.91 ",81 Laurel Court,Bashford,273,,97,,"$216,583.93 ",9/24/2022,186.218.255.185,Transportation,"$42,291.65 ",312 Acker Circle,34,8/30/2017,Stoughton,20,12/15/2018,76.46.203.251,190.73.198.192
3/9/2021,"$6,250.41 ","$5,758.28 ",4/3/2022,5.10875E+15,"$3,350.22 ",59348 Chive Court,Division,1839,,99,,"$256,605.96 ",9/19/2020,115.156.86.152,n/a,"$47,809.05 ",98 Melvin Center,89,12/28/2018,Hintze,34,4/25/2020,173.252.174.239,65.112.148.130
2/10/2022,"$1,425.63 ",$122.33 ,8/17/2019,5.10876E+15,"$46,366.56 ",130 Jenifer Point,Reinke,1493,,78,,"$553,139.34 ",9/27/2018,236.213.228.143,Health Care,"$73,233.10 ",442 Artisan Center,3,1/9/2018,Nancy,86,4/27/2020,16.88.161.42,5.11.177.192
3/3/2018,"$9,037.84 ","$8,843.08 ",11/21/2020,5.10875E+15,"$36,789.54 ",54078 Cody Parkway,7th,551,,90,,"$396,572.86 ",4/9/2019,53.53.156.60,Energy,"$65,934.73 ",20 Straubel Plaza,44,3/2/2017,Northland,78,4/13/2019,26.24.131.146,120.88.43.24
4/17/2020,"$8,234.43 ","$2,803.11 ",6/9/2018,5.10875E+15,"$54,118.26 ",307 Debra Hill,Mallory,1260,,6,,"$288,881.70 ",3/10/2022,7.140.156.217,n/a,"$30,536.23 ",9 Autumn Leaf Terrace,53,9/5/2018,Red Cloud,64,3/19/2019,155.206.154.177,21.191.59.56
1/30/2018,"$7,904.89 ","$2,433.65 ",1/24/2021,5.04837E+15,$509.71 ,7194 Arapahoe Junction,Mcguire,1998,,73,,"$786,543.81 ",12/15/2020,69.216.17.111,Consumer Services,"$32,792.28 ",84 Moland Alley,61,4/12/2017,Fairfield,41,7/17/2019,4.153.48.21,89.136.223.184
4/24/2022,"$5,933.36 ",$430.81 ,7/9/2019,5.10876E+15,"$74,853.08 ",67 Prairieview Court,Westend,1190,,96,,"$958,980.03 ",8/19/2019,86.47.32.188,Basic Industries,"$76,956.03 ",1 Blaine Crossing,8,9/16/2019,Dovetail,7,7/24/2020,152.67.189.163,1.231.120.226
7/11/2021,"$7,460.39 ","$5,490.81 ",1/26/2022,5.04837E+15,"$36,131.36 ",5027 Warrior Trail,Mitchell,1741,,98,,"$679,195.07 ",11/10/2020,205.179.88.151,Consumer Services,"$57,107.23 ",8 Moulton Crossing,47,8/22/2019,Arkansas,79,11/24/2021,180.7.44.164,51.247.156.39
5/11/2019,"$8,901.48 ","$8,226.74 ",9/4/2018,5.04837E+15,"$34,270.91 ",39 Reinke Terrace,Jenna,1381,,76,,"$123,769.22 ",11/21/2022,215.234.224.77,n/a,"$44,739.31 ",7 Michigan Trail,98,9/2/2017,Wayridge,80,2/26/2019,16.62.36.108,107.108.103.27
2/7/2017,"$6,850.98 ","$2,940.20 ",6/2/2019,5.10875E+15,"$63,299.71 ",61693 Lakewood Gardens Drive,Tennessee,707,,65,,"$453,596.75 ",10/10/2022,197.148.195.108,n/a,"$8,271.63 ",3 Coleman Road,15,12/22/2018,Vera,69,11/4/2018,29.157.19.119,115.139.13.217
12/31/2017,"$1,019.93 ","$4,737.46 ",12/14/2020,5.04838E+15,"$39,856.26 ",34 Northland Parkway,Bayside,1417,,16,,"$807,730.11 ",4/20/2018,235.118.18.62,Finance,"$33,737.13 ",6 Corry Terrace,18,12/9/2022,Forest Run,14,1/15/2022,245.71.122.168,50.200.17.81
3/19/2019,"$8,357.94 ","$5,288.56 ",1/3/2020,5.04838E+15,"$96,272.20 ",321 Truax Crossing,Anzinger,88,,98,,"$211,747.77 ",7/3/2019,192.121.246.254,Health Care,"$37,017.06 ",940 Porter Junction,24,11/28/2020,Manufacturers,57,8/20/2021,34.111.33.47,140.24.15.127
7/18/2018,"$6,918.90 ","$1,795.53 ",8/25/2021,5.10875E+15,"$10,342.23 ",420 Summit Hill,Westport,1062,,33,,"$892,262.60 ",5/13/2020,192.162.233.63,Consumer Non-Durables,"$70,633.75 ",7825 Continental Alley,32,2/20/2020,Dayton,85,10/26/2022,37.145.238.130,204.36.25.17
7/29/2017,"$3,624.75 ","$2,175.41 ",3/3/2020,5.10876E+15,"$65,616.19 ",1 Mcbride Parkway,Loomis,405,,44,,"$973,343.04 ",11/7/2018,90.202.251.12,Health Care,"$41,435.08 ",7 Stuart Lane,91,9/13/2019,Randy,5,7/27/2022,248.15.66.58,236.248.217.210
12/26/2018,"$5,105.89 ","$2,683.54 ",5/9/2019,5.10876E+15,"$43,972.57 ",4264 Ridgeview Alley,Gina,811,,49,,"$230,174.27 ",7/29/2020,156.118.32.140,n/a,"$47,688.89 ",4977 Charing Cross Plaza,12,5/25/2019,Heffernan,92,12/29/2018,96.86.246.115,222.155.53.153
4/3/2019,"$1,915.57 ","$3,705.27 ",8/23/2020,5.04837E+15,"$57,826.87 ",44 Utah Hill,Sommers,38,,32,,"$588,286.06 ",5/15/2018,163.14.149.134,n/a,"$38,447.42 ",025 Drewry Center,12,5/4/2022,Dwight,84,4/18/2020,191.213.237.64,198.144.122.243
6/27/2021,"$2,074.96 ","$8,558.37 ",12/13/2020,5.04837E+15,"$99,283.59 ",87619 Lukken Avenue,Basil,758,,59,,"$725,389.09 ",7/4/2022,184.229.75.231,n/a,"$98,941.72 ",39 Hansons Hill,19,12/20/2018,Melrose,70,8/26/2021,34.72.194.119,178.228.152.195
7/19/2019,"$2,604.36 ","$7,066.80 ",10/22/2022,5.10876E+15,"$56,968.32 ",49 Clarendon Junction,Schiller,1095,,58,,"$247,778.90 ",4/21/2021,167.159.28.124,Public Utilities,"$61,886.07 ",59 Arapahoe Way,26,9/20/2016,Moulton,11,2/14/2018,163.252.22.92,34.231.92.128
10/2/2020,"$6,164.21 ","$3,011.60 ",2/10/2021,5.10876E+15,"$59,369.77 ",2 Shelley Parkway,Sheridan,15,,72,,"$300,663.67 ",6/20/2021,235.130.20.33,n/a,"$36,685.93 ",5 Canary Drive,83,8/27/2021,Cardinal,74,8/22/2020,83.41.165.230,169.68.83.83
4/20/2018,"$9,319.76 ","$6,695.12 ",12/25/2020,5.10876E+15,"$33,552.85 ",9 Esch Drive,Birchwood,1532,,33,,"$253,460.08 ",10/15/2018,102.244.75.114,Health Care,"$89,650.81 ",98984 Mandrake Center,35,11/15/2022,Summit,53,9/22/2021,102.93.33.57,176.136.0.134
11/23/2018,"$7,800.79 ","$1,006.86 ",6/27/2019,5.10875E+15,"$46,397.18 ",0 Morningstar Alley,New Castle,1323,,46,,"$768,045.50 ",2/6/2022,26.120.121.193,Health Care,"$50,527.28 ",561 Carey Junction,66,9/10/2022,Delaware,83,2/6/2021,250.99.154.229,23.24.118.169
12/4/2018,"$5,328.76 ","$3,224.80 ",1/11/2021,5.04837E+15,"$18,400.15 ",46118 Lawn Trail,Anhalt,1249,,76,,"$842,157.43 ",10/25/2020,15.14.29.190,Finance,"$17,374.96 ",231 Granby Court,8,12/23/2019,Magdeline,78,9/26/2018,228.44.36.133,73.206.158.23
11/24/2017,$608.39 ,"$4,303.76 ",8/1/2021,5.10875E+15,"$30,092.95 ",20247 Southridge Road,Hintze,1008,,76,,"$424,204.27 ",2/22/2019,193.58.52.157,Consumer Services,"$33,552.78 ",908 Sunfield Lane,53,1/14/2016,Lake View,13,11/28/2022,161.55.39.229,218.191.11.74
3/30/2021,"$5,629.33 ","$8,390.76 ",8/1/2021,5.10875E+15,"$71,084.48 ",66 Oak Junction,Mitchell,781,,23,,"$161,711.06 ",7/7/2019,113.177.190.92,Health Care,"$82,166.76 ",96393 Kipling Court,54,1/28/2021,Coleman,30,2/25/2018,254.249.87.127,253.120.160.219
8/24/2018,"$2,114.63 ","$3,580.75 ",2/5/2022,5.04837E+15,"$60,454.67 ",1193 Armistice Lane,Magdeline,908,,32,,"$357,058.79 ",6/7/2020,126.194.69.121,Energy,"$68,940.77 ",5363 Evergreen Parkway,38,4/12/2018,Ohio,79,7/5/2020,129.47.202.13,158.246.100.227
4/18/2021,"$7,677.05 ","$1,308.73 ",1/30/2022,5.10875E+15,"$65,211.56 ",6 American Drive,Carey,161,,88,,"$997,953.41 ",4/25/2020,133.195.97.212,Basic Industries,"$84,786.55 ",105 Rockefeller Way,72,8/15/2022,Morningstar,96,2/3/2020,129.161.248.62,128.165.20.235
11/11/2022,"$7,298.21 ","$3,611.97 ",5/16/2021,5.04837E+15,"$59,663.15 ",6 Lighthouse Bay Way,Ramsey,570,,15,,"$148,522.89 ",1/5/2021,6.41.14.81,Technology,"$46,059.70 ",61 Hansons Avenue,39,8/5/2017,Debra,70,1/6/2020,95.136.228.2,254.32.44.180
8/22/2022,"$1,571.96 ","$6,505.81 ",12/14/2021,5.10876E+15,"$57,176.15 ",4484 Prentice Park,Kings,1840,,73,,"$429,907.67 ",2/3/2018,114.215.171.160,Capital Goods,$212.74 ,40206 Bluejay Terrace,41,11/19/2020,Springs,10,11/30/2018,138.25.3.33,251.163.10.180
5/2/2022,"$3,604.19 ","$6,743.71 ",1/10/2018,5.10875E+15,"$43,602.03 ",512 Shopko Drive,Welch,603,,9,,"$221,318.99 ",5/25/2018,217.232.97.173,Health Care,"$47,663.77 ",36339 Corry Avenue,27,7/18/2019,Laurel,23,7/4/2022,105.40.48.120,68.246.24.60
5/27/2019,"$4,006.75 ","$2,072.59 ",1/24/2022,5.04838E+15,"$20,338.10 ",7021 Packers Alley,Buena Vista,164,,24,,"$642,617.51 ",11/21/2022,237.99.235.145,Consumer Durables,"$44,105.98 ",13955 Pine View Avenue,68,10/5/2022,Vahlen,12,7/3/2021,3.247.127.177,137.19.175.12
9/29/2017,"$2,651.34 ","$4,080.56 ",2/10/2020,5.04838E+15,"$10,998.34 ",81742 Drewry Place,Delaware,1859,,11,,"$398,549.14 ",6/13/2020,10.27.99.241,n/a,"$27,255.25 ",9764 Rowland Crossing,91,9/23/2022,Sheridan,5,1/8/2022,232.170.239.113,100.140.23.52
1/14/2021,"$1,550.73 ","$1,833.65 ",7/26/2018,5.10875E+15,"$20,859.54 ",07 Burning Wood Place,Rigney,1232,,65,,"$364,819.23 ",2/4/2019,232.97.222.197,n/a,"$24,557.57 ",48 Karstens Terrace,20,6/7/2016,Carberry,44,9/8/2022,129.89.15.70,163.78.10.132
5/23/2018,$700.34 ,"$2,117.25 ",3/27/2022,5.10875E+15,"$8,574.49 ",70222 Sycamore Hill,Moland,1815,,19,,"$482,172.62 ",5/31/2019,29.73.70.98,Health Care,"$86,710.30 ",24055 Gale Court,4,10/10/2020,Petterle,89,7/2/2021,34.15.87.138,81.238.24.169
3/25/2021,"$6,013.69 ","$9,351.06 ",10/22/2020,5.04837E+15,"$24,668.32 ",8100 Steensland Pass,8th,24,,31,,"$941,333.48 ",7/31/2021,104.140.146.236,Miscellaneous,"$50,860.20 ",285 Tony Avenue,90,11/21/2017,Susan,69,7/20/2020,199.154.10.248,122.103.175.12
